name,team,position,goals_scored_1,goals_scored_2,goals_scored_3,goals_scored_4,goals_scored_5,goals_scored_6,goals_scored_7,goals_scored_8,goals_scored_9,goals_scored_10,goals_scored_11
Emerson Leite de Souza Junior,18.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emerson Palmieri dos Santos,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emil Krafth,15.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emile Smith Rowe,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emiliano BuendÃ­a Stati,2.0,MID,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emiliano Marcondes,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emiliano MartÃ­nez Romero,2.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Emmanuel Dennis,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
Enock Mwepu,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Eric Bailly,14.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Eric Dier,18.0,DEF,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
Erling Haaland,13.0,FWD,2.0,0.0,1.0,3.0,3.0,1.0,,1.0,3.0,1.0,0.0
Ethan Ampadu,6.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Ethan Nwaneri,,,,,,,,,,0.0,0.0,0.0,0.0
Ethan Pinnock,4.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,
Evan Ferguson,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ezri Konsa Ngoyo,2.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Fabian SchÃ¤r,15.0,DEF,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Fabio Henrique Tavares,12.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Fabio Silva,20.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Facundo Buonanotte,,,,,,,,,,,,,
Facundo Pellistri Rebollo,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Federico FernÃ¡ndez,15.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,,,,,
Fin Stevens,4.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Flynn Downes,19.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Francisco Jorge TomÃ¡s Oliveira,20.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Frank Onyeka,4.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Fraser Forster,18.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Frederico Rodrigues de Paula Santos,14.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
FrÃ©dÃ©ric Guilbert,2.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
FÃ¡bio Ferreira Vieira,1.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
FÃ¡bio Freitas Gouveia Carvalho,12.0,MID,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0
Gabriel Fernando de Jesus,1.0,FWD,0.0,2.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0
Gabriel Martinelli Silva,1.0,MID,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0
Gabriel dos Santos MagalhÃ£es,1.0,DEF,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
Garang Kuol,,,,,,,,,,,,,
Gavin Bazunu,17.0,GK,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,
Gianluca Scamacca,19.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0
Giulian Biancone,16.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
GonÃ§alo Manuel Ganchinho Guedes,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Granit Xhaka,1.0,MID,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,,,
Hakim Ziyech,6.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Halil DerviÅoÄlu,4.0,FWD,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Hamed TraorÃ¨,,,,,,,,,,,,,
Hamza Choudhury,11.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Harrison Ashby,19.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Harrison Reed,9.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0
Harry Arter,16.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Harry Kane,18.0,FWD,0.0,1.0,1.0,2.0,0.0,1.0,,1.0,1.0,1.0,1.0
Harry Maguire,14.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
Harry Souttar,,,,,,,,,,,,,
Harry Toffolo,16.0,DEF,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Harry Wilson,9.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
Harry Winks,18.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
